refid,design_f_lab,study,study_l,study_l_w_linked,study_id,arm_id,drug,drug_f,drug_recode,drug_recode_abbr,drug_study,arm_n,arm_proph_meds,none,proph_history,proph_med_pre,proph_med_induct,proph_med_intra,proph_med_postop,proph_med_unspec,dexmed,dexmed_loading,dexmed_maintain,dexmed_maintain_low,dexmed_maintain_up,dexmed_postdose,ketamine,ketamine_dose,ketamine_dose_iv,ket_postdose,melatonin,melatonin_dose,melatonin_days,ramelteon,ramelteon_dose,ramelteon_numberdoses,gabapentin,gabapentin_dose,gabapentin_numberdoses,ulinastatin,ulinastatin_dose,ulinastatin_numberdoses,notes,multiple_kq,drug_kq5,control_desc_kq5,other_spec,interv_desc,control_desc
16533,Randomized Clinical Trial,Dieleman 2012,[Dieleman 2012](evidence_tables.html#16533),[Dieleman 2012](evidence_tables.html#16533),Dieleman 2012-2,2,,,,,Dexmedetomidine,2235,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16537,Nonrandomized Trial,Artemiou 2015,[Artemiou 2015](evidence_tables.html#16537),[Artemiou 2015](evidence_tables.html#16537),Artemiou 2015-1,1,None,Control,None,None,Melatonin,250,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16537,Nonrandomized Trial,Artemiou 2015,[Artemiou 2015](evidence_tables.html#16537),[Artemiou 2015](evidence_tables.html#16537),Artemiou 2015-2,2,Melatonin,Melatonin,Melatonin,Mel,Melatonin,250,kq6_proph_meds,,,proph_med_pre,,,proph_med_postop,,,,,,,,,,,,melatonin,5,4,,,,,,,,,,,,,,,,
16539,Before-After/Time Series,Bakker 2014,[Bakker 2014](evidence_tables.html#16539),[Bakker 2014](evidence_tables.html#16539),Bakker 2014-1,1,,,,,Melatonin,120,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16539,Before-After/Time Series,Bakker 2014,[Bakker 2014](evidence_tables.html#16539),[Bakker 2014](evidence_tables.html#16539),Bakker 2014-2,2,,,,,Melatonin,121,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16544,Before-After/Time Series,Bjorkelund 2010,[Bjorkelund 2010](evidence_tables.html#16544),[Bjorkelund 2010](evidence_tables.html#16544),Bjorkelund 2010-1,1,,,,,Melatonin,132,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16544,Before-After/Time Series,Bjorkelund 2010,[Bjorkelund 2010](evidence_tables.html#16544),[Bjorkelund 2010](evidence_tables.html#16544),Bjorkelund 2010-2,2,,,,,Melatonin,131,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16547,Randomized Clinical Trial,Celik 2011,[Celik 2011](evidence_tables.html#16547),[Celik 2011](evidence_tables.html#16547),Celik 2011-1,1,,,,,Melatonin,50,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16547,Randomized Clinical Trial,Celik 2011,[Celik 2011](evidence_tables.html#16547),[Celik 2011](evidence_tables.html#16547),Celik 2011-2,2,,,,,Melatonin,50,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16552,Randomized Clinical Trial,de Jonghe 2014,[de Jonghe 2014](evidence_tables.html#16552),[de Jonghe 2014](evidence_tables.html#16552),de Jonghe 2014-1,1,Placebo,Control,Placebo,Plac,Melatonin,192,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16552,Randomized Clinical Trial,de Jonghe 2014,[de Jonghe 2014](evidence_tables.html#16552),[de Jonghe 2014](evidence_tables.html#16552),de Jonghe 2014-2,2,Melatonin,Melatonin,Melatonin,Mel,Melatonin,186,kq6_proph_meds,,,proph_med_pre,,,proph_med_postop,,,,,,,,,,,,melatonin,3,5,,,,,,,,,,,,,,,"after randomization patients received the study medication on 5 consecutive evenings, starting the day of admission at about 9 pm.",
16556,Randomized Clinical Trial,Egawa 2016,[Egawa 2016](evidence_tables.html#16556),[Egawa 2016](evidence_tables.html#16556),Egawa 2016-1,1,,,,,Melatonin,72,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16556,Randomized Clinical Trial,Egawa 2016,[Egawa 2016](evidence_tables.html#16556),[Egawa 2016](evidence_tables.html#16556),Egawa 2016-2,2,,,,,Melatonin,72,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16557,Randomized Clinical Trial,Epple 2001,[Epple 2001](evidence_tables.html#16557),[Epple 2001](evidence_tables.html#16557),Epple 2001-1,1,,,,,Melatonin,62,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16557,Randomized Clinical Trial,Epple 2001,[Epple 2001](evidence_tables.html#16557),[Epple 2001](evidence_tables.html#16557),Epple 2001-2,2,,,,,Melatonin,62,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16558,Randomized Clinical Trial,Ford 2020,[Ford 2020](evidence_tables.html#16558),[Ford 2020](evidence_tables.html#16558),Ford 2020-1,1,Placebo,Control,Placebo,Plac,Melatonin,104,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 consecutive nights of placebo, starting 2 days prior to surgery (orally or via nasogastric tube for those unable to swallow)"
16558,Randomized Clinical Trial,Ford 2020,[Ford 2020](evidence_tables.html#16558),[Ford 2020](evidence_tables.html#16558),Ford 2020-2,2,Melatonin,Melatonin,Melatonin,Mel,Melatonin,98,kq6_proph_meds,,,proph_med_pre,,,proph_med_postop,,,,,,,,,,,,melatonin,3,7,,,,,,,,,,,,,,,"7 consecutive nights of melatonin (3 mg), starting 2 days prior to surgery (orally or via nasogastric tube for those unable to swallow)",
16559,Randomized Clinical Trial,Geng 2017,[Geng 2017](evidence_tables.html#16559),[Geng 2017](evidence_tables.html#16559),Geng 2017-1,1,,,,,Melatonin,50,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16559,Randomized Clinical Trial,Geng 2017,[Geng 2017](evidence_tables.html#16559),[Geng 2017](evidence_tables.html#16559),Geng 2017-2,2,,,,,Melatonin,50,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16559,Randomized Clinical Trial,Geng 2017,[Geng 2017](evidence_tables.html#16559),[Geng 2017](evidence_tables.html#16559),Geng 2017-3,3,,,,,Melatonin,50,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16572,Randomized Clinical Trial,Ishii 2016,[Ishii 2016](evidence_tables.html#16572),[Ishii 2016](evidence_tables.html#16572),Ishii 2016-1,1,,,,,Melatonin,30,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16572,Randomized Clinical Trial,Ishii 2016,[Ishii 2016](evidence_tables.html#16572),[Ishii 2016](evidence_tables.html#16572),Ishii 2016-2,2,,,,,Melatonin,29,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16573,Randomized Clinical Trial,Jia 2014,[Jia 2014](evidence_tables.html#16573),[Jia 2014](evidence_tables.html#16573),Jia 2014-1,1,,,,,Melatonin,116,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16573,Randomized Clinical Trial,Jia 2014,[Jia 2014](evidence_tables.html#16573),[Jia 2014](evidence_tables.html#16573),Jia 2014-2,2,,,,,Melatonin,117,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16587,Randomized Clinical Trial,Luntz 2004,[Luntz 2004](evidence_tables.html#16587),[Luntz 2004](evidence_tables.html#16587),Luntz 2004-1,1,,,,,Melatonin,32,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16587,Randomized Clinical Trial,Luntz 2004,[Luntz 2004](evidence_tables.html#16587),[Luntz 2004](evidence_tables.html#16587),Luntz 2004-2,2,,,,,Melatonin,32,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16587,Randomized Clinical Trial,Luntz 2004,[Luntz 2004](evidence_tables.html#16587),[Luntz 2004](evidence_tables.html#16587),Luntz 2004-3,3,,,,,Melatonin,32,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16591,Before-After/Time Series,McDonald 2018,[McDonald 2018](evidence_tables.html#16591),[McDonald 2018](evidence_tables.html#16591),McDonald 2018-1,1,,,,,Melatonin,143,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16591,Before-After/Time Series,McDonald 2018,[McDonald 2018](evidence_tables.html#16591),[McDonald 2018](evidence_tables.html#16591),McDonald 2018-2,2,,,,,Melatonin,183,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16601,Before-After/Time Series,Olsson 2014,[Olsson 2014](evidence_tables.html#16601),[Olsson 2014](evidence_tables.html#16601),Olsson 2014-1,1,,,,,Melatonin,138,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16601,Before-After/Time Series,Olsson 2014,[Olsson 2014](evidence_tables.html#16601),[Olsson 2014](evidence_tables.html#16601),Olsson 2014-2,2,,,,,Melatonin,128,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16605,Randomized Clinical Trial,Partridge 2017,[Partridge 2017](evidence_tables.html#16605),[Partridge 2017](evidence_tables.html#16605),Partridge 2017-1,1,,,,,Melatonin,105,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16605,Randomized Clinical Trial,Partridge 2017,[Partridge 2017](evidence_tables.html#16605),[Partridge 2017](evidence_tables.html#16605),Partridge 2017-2,2,,,,,Melatonin,104,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16607,Randomized Clinical Trial,Prakanrattana 2007,[Prakanrattana 2007](evidence_tables.html#16607),[Prakanrattana 2007](evidence_tables.html#16607),Prakanrattana 2007-1,1,,,,,Melatonin,63,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16607,Randomized Clinical Trial,Prakanrattana 2007,[Prakanrattana 2007](evidence_tables.html#16607),[Prakanrattana 2007](evidence_tables.html#16607),Prakanrattana 2007-2,2,,,,,Melatonin,63,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16608,Randomized Clinical Trial,Prestmo 2015,[Prestmo 2015](evidence_tables.html#16608),[Prestmo 2015](evidence_tables.html#16608),Prestmo 2015-1,1,,,,,Melatonin,199,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16608,Randomized Clinical Trial,Prestmo 2015,[Prestmo 2015](evidence_tables.html#16608),[Prestmo 2015](evidence_tables.html#16608),Prestmo 2015-2,2,,,,,Melatonin,198,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16622,Randomized Clinical Trial,Tang 2014,[Tang 2014](evidence_tables.html#16622),[Tang 2014](evidence_tables.html#16622),Tang 2014-1,1,,,,,Melatonin,99,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16622,Randomized Clinical Trial,Tang 2014,[Tang 2014](evidence_tables.html#16622),[Tang 2014](evidence_tables.html#16622),Tang 2014-2,2,,,,,Melatonin,101,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16623,Retrospective Cohort,Tarazona-Santabalbina 2019,[Tarazona-Santabalbina 2019](evidence_tables.html#16623),[Tarazona-Santabalbina 2019](evidence_tables.html#16623),Tarazona-Santabalbina 2019-1,1,,,,,Melatonin,107,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16623,Retrospective Cohort,Tarazona-Santabalbina 2019,[Tarazona-Santabalbina 2019](evidence_tables.html#16623),[Tarazona-Santabalbina 2019](evidence_tables.html#16623),Tarazona-Santabalbina 2019-2,2,,,,,Melatonin,203,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16628,Randomized Clinical Trial,Vidan 2005,[Vidan 2005](evidence_tables.html#16628),[Vidan 2005](evidence_tables.html#16628),Vidan 2005-1,1,,,,,Melatonin,164,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16628,Randomized Clinical Trial,Vidan 2005,[Vidan 2005](evidence_tables.html#16628),[Vidan 2005](evidence_tables.html#16628),Vidan 2005-2,2,,,,,Melatonin,155,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16629,Before-After/Time Series,Vochteloo 2011,[Vochteloo 2011](evidence_tables.html#16629),[Vochteloo 2011](evidence_tables.html#16629),Vochteloo 2011-1,1,,,,,Melatonin,,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16629,Before-After/Time Series,Vochteloo 2011,[Vochteloo 2011](evidence_tables.html#16629),[Vochteloo 2011](evidence_tables.html#16629),Vochteloo 2011-2,2,,,,,Melatonin,,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16629,Before-After/Time Series,Vochteloo 2011,[Vochteloo 2011](evidence_tables.html#16629),[Vochteloo 2011](evidence_tables.html#16629),Vochteloo 2011-3,3,,,,,Melatonin,,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16629,Before-After/Time Series,Vochteloo 2011,[Vochteloo 2011](evidence_tables.html#16629),[Vochteloo 2011](evidence_tables.html#16629),Vochteloo 2011-4,4,,,,,Melatonin,378,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16714,Retrospective Cohort,Park 2022,[Park 2022](evidence_tables.html#16714),[Park 2022](evidence_tables.html#16714),Park 2022-1,1,,,,,Melatonin,118936,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16714,Retrospective Cohort,Park 2022,[Park 2022](evidence_tables.html#16714),[Park 2022](evidence_tables.html#16714),Park 2022-2,2,,,,,Melatonin,118936,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16718,Randomized Clinical Trial,Lv 2022,[Lv 2022](evidence_tables.html#16718),[Lv 2022](evidence_tables.html#16718),Lv 2022-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,157,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saline IV within 72 h postsurgery
16718,Randomized Clinical Trial,Lv 2022,[Lv 2022](evidence_tables.html#16718),[Lv 2022](evidence_tables.html#16718),Lv 2022-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,152,kq6_proph_meds,,,,,,proph_med_postop,,dexmedetomidine,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,dexmedetomidine IV within 72 h postsurgery,
16726,Randomized Clinical Trial,Liang 2022,[Liang 2022](evidence_tables.html#16726),[Liang 2022](evidence_tables.html#16726),Liang 2022-1,1,,,,,Dexmedetomidine,70,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16726,Randomized Clinical Trial,Liang 2022,[Liang 2022](evidence_tables.html#16726),[Liang 2022](evidence_tables.html#16726),Liang 2022-2,2,,,,,Dexmedetomidine,70,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16734,Randomized Clinical Trial,Wang 2022b,[Wang 2022b](evidence_tables.html#16734),[Wang 2022b](evidence_tables.html#16734),Wang 2022b-1,1,None,Control,None,None,Dexmedetomidine,40,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard anesthesia
16734,Randomized Clinical Trial,Wang 2022b,[Wang 2022b](evidence_tables.html#16734),[Wang 2022b](evidence_tables.html#16734),Wang 2022b-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,42,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,dexmedetomidine added to standard anesthesia,
16739,Randomized Clinical Trial,Zhu 2022,[Zhu 2022](evidence_tables.html#16739),[Zhu 2022](evidence_tables.html#16739),Zhu 2022-1,1,,,,,Dexmedetomidine,85,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16739,Randomized Clinical Trial,Zhu 2022,[Zhu 2022](evidence_tables.html#16739),[Zhu 2022](evidence_tables.html#16739),Zhu 2022-2,2,,,,,Dexmedetomidine,70,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16741,Randomized Clinical Trial,Liu 2022a,[Liu 2022a](evidence_tables.html#16741),[Liu 2022a](evidence_tables.html#16741),Liu 2022a-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,31,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saline IV started for 20 minutes prior to induction
16741,Randomized Clinical Trial,Liu 2022a,[Liu 2022a](evidence_tables.html#16741),[Liu 2022a](evidence_tables.html#16741),Liu 2022a-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,29,kq6_proph_meds,,,,proph_med_induct,,,,dexmedetomidine,1,,,,,,,,,,,,,,,,,,,,,,,,,,"dexmedetomidine IV started for 20 minutes prior to induction, 1 mcg/kg",
16830,Retrospective Cohort,Xu 2022,[Xu 2022](evidence_tables.html#16830),[Xu 2022](evidence_tables.html#16830),Xu 2022-1,1,None,Control,None,None,Dexmedetomidine,30,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16830,Retrospective Cohort,Xu 2022,[Xu 2022](evidence_tables.html#16830),[Xu 2022](evidence_tables.html#16830),Xu 2022-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,30,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
16845,Randomized Clinical Trial,Liu 2022b,[Liu 2022b](evidence_tables.html#16845),[Liu 2022b](evidence_tables.html#16845),Liu 2022b-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,60,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Normal saline at induction, followed by continuous infusion at 0.4 ug/kg/h until 30 min before end of surgery."
16845,Randomized Clinical Trial,Liu 2022b,[Liu 2022b](evidence_tables.html#16845),[Liu 2022b](evidence_tables.html#16845),Liu 2022b-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,60,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
16846,Before-After/Time Series,Giannotti 2022,[Giannotti 2022](evidence_tables.html#16846),[Giannotti 2022](evidence_tables.html#16846),Giannotti 2022-1,1,,,,,Dexmedetomidine,117,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16846,Before-After/Time Series,Giannotti 2022,[Giannotti 2022](evidence_tables.html#16846),[Giannotti 2022](evidence_tables.html#16846),Giannotti 2022-2,2,,,,,Dexmedetomidine,90,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16890,Retrospective Cohort,Yoshimura 2022,[Yoshimura 2022](evidence_tables.html#16890),[Yoshimura 2022](evidence_tables.html#16890),Yoshimura 2022-1,1,,,,,Dexmedetomidine,427695,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16890,Retrospective Cohort,Yoshimura 2022,[Yoshimura 2022](evidence_tables.html#16890),[Yoshimura 2022](evidence_tables.html#16890),Yoshimura 2022-2,2,,,,,Dexmedetomidine,142565,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16931,Randomized Clinical Trial,Qiao 2023,[Qiao 2023](evidence_tables.html#16931),[Qiao 2023](evidence_tables.html#16931),Qiao 2023-1,1,,,,,Dexmedetomidine,31,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16931,Randomized Clinical Trial,Qiao 2023,[Qiao 2023](evidence_tables.html#16931),[Qiao 2023](evidence_tables.html#16931),Qiao 2023-2,2,,,,,Dexmedetomidine,32,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16961,Retrospective Cohort,Koch 2023,[Koch 2023](evidence_tables.html#16961),[Koch 2023](evidence_tables.html#16961),Koch 2023-1,1,,,,,Dexmedetomidine,1001,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16961,Retrospective Cohort,Koch 2023,[Koch 2023](evidence_tables.html#16961),[Koch 2023](evidence_tables.html#16961),Koch 2023-2,2,,,,,Dexmedetomidine,57,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16970,Prospective Cohort,Aoki 2023,[Aoki 2023](evidence_tables.html#16970),[Aoki 2023](evidence_tables.html#16970),Aoki 2023-1,1,,,,,Dexmedetomidine,124,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16970,Prospective Cohort,Aoki 2023,[Aoki 2023](evidence_tables.html#16970),[Aoki 2023](evidence_tables.html#16970),Aoki 2023-2,2,,,,,Dexmedetomidine,76,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17001,Randomized Clinical Trial,Shin 2023,[Shin 2023](evidence_tables.html#17001),[Shin 2023](evidence_tables.html#17001),Shin 2023-1,1,Other,Control,Propofol,Prop,Dexmedetomidine,366,kq6_no_proph_meds,kq6_other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,propofol,,Continuous infusion through end of surgery
17001,Randomized Clinical Trial,Shin 2023,[Shin 2023](evidence_tables.html#17001),[Shin 2023](evidence_tables.html#17001),Shin 2023-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,366,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,1,,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,
17006,Retrospective Cohort,Burfeind 2022,[Burfeind 2022](evidence_tables.html#17006),[Burfeind 2022](evidence_tables.html#17006),Burfeind 2022-1,1,,,,,Dexmedetomidine,417,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17006,Retrospective Cohort,Burfeind 2022,[Burfeind 2022](evidence_tables.html#17006),[Burfeind 2022](evidence_tables.html#17006),Burfeind 2022-2,2,,,,,Dexmedetomidine,1006,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17006,Retrospective Cohort,Burfeind 2022,[Burfeind 2022](evidence_tables.html#17006),[Burfeind 2022](evidence_tables.html#17006),Burfeind 2022-3,3,,,,,Dexmedetomidine,74,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17006,Retrospective Cohort,Burfeind 2022,[Burfeind 2022](evidence_tables.html#17006),[Burfeind 2022](evidence_tables.html#17006),Burfeind 2022-4,4,,,,,Dexmedetomidine,104,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17019,Randomized Clinical Trial,Qu 2023,[Qu 2023](evidence_tables.html#17019),[Qu 2023](evidence_tables.html#17019),Qu 2023-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,206,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A nighttime dose administered through IV following extubation on the night of surgery and every night up to 3 days postop.
17019,Randomized Clinical Trial,Qu 2023,[Qu 2023](evidence_tables.html#17019),[Qu 2023](evidence_tables.html#17019),Qu 2023-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,188,kq6_proph_meds,,,,,,proph_med_postop,,dexmedetomidine,,,,,1,,,,,,,,,,,,,,,,,,,,,,nighttime dose administered for 3 days in ICU.,
17038,Retrospective Cohort,Liu 2023a,[Liu 2023a](evidence_tables.html#17038),[Liu 2023a](evidence_tables.html#17038),Liu 2023a-1,1,,,,,Dexmedetomidine,50,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17038,Retrospective Cohort,Liu 2023a,[Liu 2023a](evidence_tables.html#17038),[Liu 2023a](evidence_tables.html#17038),Liu 2023a-2,2,,,,,Dexmedetomidine,145,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17055,Randomized Clinical Trial,Dianatkhah 2015,[Dianatkhah 2015](evidence_tables.html#17055),[Dianatkhah 2015](evidence_tables.html#17055),Dianatkhah 2015-1,1,Oxazepam,Oxazepam,Oxazepam,Oxaz,Melatonin,71,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oxazepam,,,,
17055,Randomized Clinical Trial,Dianatkhah 2015,[Dianatkhah 2015](evidence_tables.html#17055),[Dianatkhah 2015](evidence_tables.html#17055),Dianatkhah 2015-2,2,Melatonin,Melatonin,Melatonin,Mel,Melatonin,66,kq6_proph_meds,,,proph_med_pre,,,proph_med_postop,,,,,,,,,,,,melatonin,3,10,,,,,,,,,,,,Melatonin,,,"3 mg melatonin1 h prior to sleep time, 3 days before surgery through discharge",
17057,Randomized Clinical Trial,El-Naggar 2018,[El-Naggar 2018](evidence_tables.html#17057),[El-Naggar 2018](evidence_tables.html#17057),El-Naggar 2018-1,1,Placebo,Control,Placebo,Plac,Melatonin,25,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Placebo, 3 mg night before surgery, 30 min before surgery, evening after surgery, and evening 3 days postsurgery"
17057,Randomized Clinical Trial,El-Naggar 2018,[El-Naggar 2018](evidence_tables.html#17057),[El-Naggar 2018](evidence_tables.html#17057),El-Naggar 2018-2,2,Melatonin,Melatonin,Melatonin,Mel,Melatonin,25,kq6_proph_meds,,,proph_med_pre,,,proph_med_postop,,,,,,,,,,,,melatonin,3,5,,,,,,,,,,,,,,,"melatonin, 3 mg night before surgery, 30 min before surgery, evening after surgery, and evening 3 days postsurgery",
17080,Prospective Cohort,Deiner 2014,[Deiner 2014](evidence_tables.html#17080),[Deiner 2014](evidence_tables.html#17080),Deiner 2014-1,1,,,,,Melatonin,36,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17080,Prospective Cohort,Deiner 2014,[Deiner 2014](evidence_tables.html#17080),[Deiner 2014](evidence_tables.html#17080),Deiner 2014-2,2,,,,,Melatonin,40,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17084,Randomized Clinical Trial,Tanifuji 2022,[Tanifuji 2022](evidence_tables.html#17084),[Tanifuji 2022](evidence_tables.html#17084),Tanifuji 2022-1,1,Placebo,Control,Placebo,Plac,Ramelteon,19,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Placebo, administered 2 h before bedtime for 2 wks prior to surgery"
